club_seed_id,country,state_province_code,state_province_name,club_name,club_type,size_tier,generation_method
1932,US,MS,Mississippi,Metro Dink League,Competitive Training Club,Small,ai_seed_template_v1
1933,US,MO,Missouri,Show-Me Court Paddle Club,Public Park Club,Medium,ai_seed_template_v1
1934,US,MO,Missouri,Show-Me Court Academy,Private Athletic Club,Medium,ai_seed_template_v1
1935,US,MO,Missouri,Ozark Rally Paddle Club,Public Park Club,Tiny,ai_seed_template_v1
1936,US,MO,Missouri,Show-Me Pickleball Collective,League Organization,Tiny,ai_seed_template_v1
1937,US,MO,Missouri,Kansas City Dink Rec Club,Retirement Community Club,Medium,ai_seed_template_v1
1938,US,MO,Missouri,Northside Paddle Rec Club,Tournament Club,Small,ai_seed_template_v1
1939,US,MO,Missouri,Southside Pickleball Club,Retirement Community Club,Small,ai_seed_template_v1
1940,US,MO,Missouri,Ozark Dink Collective,League Organization,Mega,ai_seed_template_v1
1941,US,MO,Missouri,St. Louis Club,Tournament Club,Small,ai_seed_template_v1
1942,US,MO,Missouri,Uptown Dink Center,Tournament Club,Small,ai_seed_template_v1
1943,US,MO,Missouri,Gateway Paddle Association,Public Park Club,Small,ai_seed_template_v1
1944,US,MO,Missouri,All-Court Pickleball Club,Tournament Club,Medium,ai_seed_template_v1
1945,US,MO,Missouri,Courtyard Center,Competitive Training Club,Medium,ai_seed_template_v1
1946,US,MO,Missouri,St. Louis Dink Paddle Club,League Organization,Small,ai_seed_template_v1
1947,US,MO,Missouri,Gateway Community,Community Recreation Club,Medium,ai_seed_template_v1
1948,US,MO,Missouri,Match Point League,Retirement Community Club,Tiny,ai_seed_template_v1
1949,US,MO,Missouri,Baseline Side Out Club,Indoor Facility Club,Tiny,ai_seed_template_v1
1950,US,MO,Missouri,Eastside Court Paddle Club,Private Athletic Club,Tiny,ai_seed_template_v1
1951,US,MO,Missouri,Show-Me Society,Competitive Training Club,Medium,ai_seed_template_v1
1952,US,MO,Missouri,Show-Me Dink Academy,Public Park Club,Medium,ai_seed_template_v1
1953,US,MO,Missouri,Show-Me Dink Center,Indoor Facility Club,Large,ai_seed_template_v1
1954,US,MO,Missouri,Active Life Serve League,Indoor Facility Club,Medium,ai_seed_template_v1
1955,US,MO,Missouri,Gateway Court Racquet & Paddle Club,Retirement Community Club,Small,ai_seed_template_v1
1956,US,MO,Missouri,Kansas City Dink Racquet & Paddle Club,Private Athletic Club,Small,ai_seed_template_v1
1957,US,MO,Missouri,Golden Paddle Association,League Organization,Small,ai_seed_template_v1
1958,US,MO,Missouri,Pacesetter Pickleball Club,Community Recreation Club,Small,ai_seed_template_v1
1959,US,MO,Missouri,Kansas City Side Out Community,Community Recreation Club,Tiny,ai_seed_template_v1
1960,US,MO,Missouri,Metro Pickleball Academy,League Organization,Tiny,ai_seed_template_v1
1961,US,MO,Missouri,Kansas City Dink Academy,Public Park Club,Tiny,ai_seed_template_v1
1962,US,MO,Missouri,Kansas City League,League Organization,Small,ai_seed_template_v1
1963,US,MO,Missouri,Kansas City Rally Club,Community Recreation Club,Medium,ai_seed_template_v1
1964,US,MO,Missouri,Home Court Rec Club,Private Athletic Club,Small,ai_seed_template_v1
1965,US,MO,Missouri,St. Louis Court Athletic Club,Social Club,Tiny,ai_seed_template_v1
1966,US,MO,Missouri,Heritage Pickleball Club,Indoor Facility Club,Small,ai_seed_template_v1
1967,US,MO,Missouri,Active Life Paddle Club,Public Park Club,Medium,ai_seed_template_v1
1968,US,MO,Missouri,Active Life Dink Collective,Retirement Community Club,Tiny,ai_seed_template_v1
1969,US,MO,Missouri,St. Louis Net Paddle Club,Indoor Facility Club,Small,ai_seed_template_v1
1970,US,MO,Missouri,Kansas City Association,Social Club,Medium,ai_seed_template_v1
1971,US,MO,Missouri,Metro Pickleball Center,Competitive Training Club,Small,ai_seed_template_v1
1972,US,MO,Missouri,Riverside Rally Paddle Club,League Organization,Small,ai_seed_template_v1
1973,US,MO,Missouri,Sunset Dink Pickleball Club,Competitive Training Club,Medium,ai_seed_template_v1
1974,US,MO,Missouri,Show-Me Dink Pickleball Club,Competitive Training Club,Tiny,ai_seed_template_v1
1975,US,MO,Missouri,Kansas City Crew,Retirement Community Club,Tiny,ai_seed_template_v1
1976,US,MO,Missouri,St. Louis Pickleball Club,Tournament Club,Tiny,ai_seed_template_v1
1977,US,MO,Missouri,Golden Paddle Racquet & Paddle Club,Indoor Facility Club,Small,ai_seed_template_v1
1978,US,MO,Missouri,Show-Me Side Out Academy,Public Park Club,Medium,ai_seed_template_v1
1979,US,MO,Missouri,Ozark Dink Club,Indoor Facility Club,Medium,ai_seed_template_v1
1980,US,MO,Missouri,Gateway Rally Collective,Public Park Club,Tiny,ai_seed_template_v1
1981,US,MO,Missouri,Kansas City Paddle Club,Competitive Training Club,Small,ai_seed_template_v1
1982,US,MO,Missouri,Pacesetter Paddle Center,Tournament Club,Tiny,ai_seed_template_v1
1983,US,MO,Missouri,St. Louis Lob Society,League Organization,Tiny,ai_seed_template_v1
1984,US,MO,Missouri,Home Court Pickleball Club,Competitive Training Club,Small,ai_seed_template_v1
1985,US,MO,Missouri,St. Louis Dink Rec Club,Private Athletic Club,Small,ai_seed_template_v1
1986,US,MO,Missouri,Kansas City Paddle League,Indoor Facility Club,Medium,ai_seed_template_v1
1987,US,MO,Missouri,Northside Baseline Athletic Club,Indoor Facility Club,Medium,ai_seed_template_v1
1988,US,MO,Missouri,Heritage Dink Crew,Retirement Community Club,Tiny,ai_seed_template_v1
1989,US,MO,Missouri,Southside Paddle Academy,Public Park Club,Tiny,ai_seed_template_v1
1990,US,MO,Missouri,Open Play Pickleball Club,Private Athletic Club,Tiny,ai_seed_template_v1
1991,US,MO,Missouri,St. Louis Rally Racquet & Paddle Club,Private Athletic Club,Small,ai_seed_template_v1
1992,US,MT,Montana,Glacier Pickleball League,Social Club,Tiny,ai_seed_template_v1
1993,US,MT,Montana,Glacier Kitchen Community,Private Athletic Club,Medium,ai_seed_template_v1
1994,US,MT,Montana,Bozeman Court Society,Public Park Club,Large,ai_seed_template_v1
1995,US,MT,Montana,Glacier Paddle Club,Retirement Community Club,Small,ai_seed_template_v1
1996,US,MT,Montana,Active Life Third Shot Academy,Social Club,Small,ai_seed_template_v1
1997,US,MT,Montana,Bitterroot Dink Association,Private Athletic Club,Small,ai_seed_template_v1
1998,US,MT,Montana,Pioneer Pickleball Association,Competitive Training Club,Small,ai_seed_template_v1
1999,US,MT,Montana,Eastside Paddle Academy,Social Club,Tiny,ai_seed_template_v1
2000,US,MT,Montana,Bozeman Pickleball Racquet & Paddle Club,Community Recreation Club,Medium,ai_seed_template_v1
2001,US,NE,Nebraska,Platte River Pickleball Club,Social Club,Large,ai_seed_template_v1
2002,US,NE,Nebraska,Lincoln Dink Rec Club,Community Recreation Club,Small,ai_seed_template_v1
2003,US,NE,Nebraska,Prairie Dink Center,Tournament Club,Medium,ai_seed_template_v1
2004,US,NE,Nebraska,Cornhusker Dink Athletic Club,Tournament Club,Tiny,ai_seed_template_v1
2005,US,NE,Nebraska,Omaha Rally Collective,Private Athletic Club,Tiny,ai_seed_template_v1
2006,US,NE,Nebraska,Platte River Court Athletic Club,Social Club,Medium,ai_seed_template_v1
2007,US,NE,Nebraska,Prairie Court Association,Private Athletic Club,Tiny,ai_seed_template_v1
2008,US,NE,Nebraska,Home Court Pickleball Club,Public Park Club,Small,ai_seed_template_v1
2009,US,NE,Nebraska,Community Pickleball Club,Tournament Club,Tiny,ai_seed_template_v1
2010,US,NE,Nebraska,Cornhusker Rally Association,Public Park Club,Large,ai_seed_template_v1
2011,US,NE,Nebraska,Omaha Dink Racquet & Paddle Club,Competitive Training Club,Small,ai_seed_template_v1
2012,US,NE,Nebraska,Prime Time Pickleball Club,Tournament Club,Small,ai_seed_template_v1
2013,US,NE,Nebraska,Cornhusker Court Crew,Tournament Club,Small,ai_seed_template_v1
2014,US,NE,Nebraska,Central Pickleball Club,League Organization,Medium,ai_seed_template_v1
2015,US,NE,Nebraska,Lincoln Paddle Center,Retirement Community Club,Small,ai_seed_template_v1
2016,US,NE,Nebraska,Home Court Paddle Club,Indoor Facility Club,Medium,ai_seed_template_v1
2017,US,NE,Nebraska,Northside Paddle Pickleball Club,Tournament Club,Small,ai_seed_template_v1
2018,US,NE,Nebraska,Lincoln Paddle Society,Private Athletic Club,Medium,ai_seed_template_v1
2019,US,NE,Nebraska,Lincoln Drop Shot Collective,Tournament Club,Tiny,ai_seed_template_v1
2020,US,NV,Nevada,Sierra Nevada Rally Association,Public Park Club,Small,ai_seed_template_v1
2021,US,NV,Nevada,Cornerstone Pickleball Club,League Organization,Small,ai_seed_template_v1
2022,US,NV,Nevada,Four Corners League,Tournament Club,Tiny,ai_seed_template_v1
2023,US,NV,Nevada,Reno Court Community,Indoor Facility Club,Small,ai_seed_template_v1
2024,US,NV,Nevada,Community Racquet & Paddle Club,Private Athletic Club,Small,ai_seed_template_v1
2025,US,NV,Nevada,Baseline Academy,Indoor Facility Club,Medium,ai_seed_template_v1
2026,US,NV,Nevada,Las Vegas Rally Paddle Club,Indoor Facility Club,Tiny,ai_seed_template_v1
2027,US,NV,Nevada,Reno Paddle Academy,Private Athletic Club,Medium,ai_seed_template_v1
2028,US,NV,Nevada,Las Vegas Rally Academy,Community Recreation Club,Tiny,ai_seed_template_v1
2029,US,NV,Nevada,Sunset Rally Academy,League Organization,Tiny,ai_seed_template_v1
2030,US,NV,Nevada,Desert Springs Rally Society,Public Park Club,Small,ai_seed_template_v1
2031,US,NV,Nevada,Reno Side Out Community,Retirement Community Club,Tiny,ai_seed_template_v1
2032,US,NV,Nevada,Desert Springs Paddle Club,Social Club,Small,ai_seed_template_v1
2033,US,NV,Nevada,Prime Time Pickleball Club,Retirement Community Club,Tiny,ai_seed_template_v1
2034,US,NV,Nevada,Reno Society,League Organization,Tiny,ai_seed_template_v1
2035,US,NV,Nevada,Golden Paddle Rally League,League Organization,Small,ai_seed_template_v1
2036,US,NV,Nevada,Sierra Nevada Rec Club,Retirement Community Club,Medium,ai_seed_template_v1
2037,US,NV,Nevada,Community Club,Private Athletic Club,Small,ai_seed_template_v1
2038,US,NV,Nevada,Silver State Kitchen Athletic Club,League Organization,Tiny,ai_seed_template_v1
2039,US,NV,Nevada,Desert Springs Court Rec Club,Social Club,Small,ai_seed_template_v1
2040,US,NV,Nevada,Premier Center,League Organization,Tiny,ai_seed_template_v1
2041,US,NV,Nevada,Sunset Dink Racquet & Paddle Club,Private Athletic Club,Medium,ai_seed_template_v1
2042,US,NV,Nevada,Pioneer Dink Athletic Club,Public Park Club,Large,ai_seed_template_v1
2043,US,NV,Nevada,Sunset Court Athletic Club,Social Club,Tiny,ai_seed_template_v1
2044,US,NV,Nevada,Westside Court Rec Club,League Organization,Large,ai_seed_template_v1
2045,US,NV,Nevada,Desert Springs Community,Community Recreation Club,Medium,ai_seed_template_v1
2046,US,NV,Nevada,Reno Paddle Association,Public Park Club,Tiny,ai_seed_template_v1
2047,US,NV,Nevada,Las Vegas Pickleball Club,Retirement Community Club,Tiny,ai_seed_template_v1
2048,US,NV,Nevada,Southside Crew,Retirement Community Club,Tiny,ai_seed_template_v1
2049,US,NV,Nevada,Silver State Court Collective,Private Athletic Club,Small,ai_seed_template_v1
2050,US,NV,Nevada,Ace Point Pickleball Club,Indoor Facility Club,Small,ai_seed_template_v1
2051,US,NV,Nevada,Sierra Nevada Dink Center,Social Club,Medium,ai_seed_template_v1
2052,US,NV,Nevada,Highland Lob Society,Private Athletic Club,Small,ai_seed_template_v1
2053,US,NV,Nevada,Las Vegas Community,Tournament Club,Tiny,ai_seed_template_v1
2054,US,NV,Nevada,Active Life Baseline Racquet & Paddle Club,Retirement Community Club,Medium,ai_seed_template_v1
2055,US,NV,Nevada,Premier Racquet & Paddle Club,Community Recreation Club,Tiny,ai_seed_template_v1
2056,US,NV,Nevada,Pacesetter Collective,Social Club,Tiny,ai_seed_template_v1
2057,US,NV,Nevada,Match Point Smash Club,Social Club,Small,ai_seed_template_v1
2058,US,NH,New Hampshire,Monadnock Rally Athletic Club,Social Club,Small,ai_seed_template_v1
2059,US,NH,New Hampshire,Seacoast Paddle Pickleball Club,Private Athletic Club,Small,ai_seed_template_v1
2060,US,NH,New Hampshire,Central Association,Tournament Club,Medium,ai_seed_template_v1
2061,US,NH,New Hampshire,Summit Pickleball Club,Community Recreation Club,Small,ai_seed_template_v1
2062,US,NH,New Hampshire,White Mountain Paddle Center,Private Athletic Club,Tiny,ai_seed_template_v1
2063,US,NH,New Hampshire,Golden Paddle Pickleball Club,Private Athletic Club,Large,ai_seed_template_v1
2064,US,NH,New Hampshire,All-Court Pickleball Club,Retirement Community Club,Small,ai_seed_template_v1
2065,US,NH,New Hampshire,Prime Time Pickleball Club,Community Recreation Club,Small,ai_seed_template_v1
2066,US,NH,New Hampshire,Lakes Region Rally Collective,League Organization,Small,ai_seed_template_v1
2067,US,NH,New Hampshire,Lakes Region Rally Academy,Tournament Club,Medium,ai_seed_template_v1
2068,US,NH,New Hampshire,Granite State Paddle Rec Club,Retirement Community Club,Tiny,ai_seed_template_v1
2069,US,NH,New Hampshire,Prime Time Paddle Club,Competitive Training Club,Small,ai_seed_template_v1
2070,US,NH,New Hampshire,Active Life Drop Shot Rec Club,Social Club,Small,ai_seed_template_v1
2071,US,NJ,New Jersey,Baseline Paddle Association,Social Club,Tiny,ai_seed_template_v1
2072,US,NJ,New Jersey,Jersey Shore Court Paddle Club,Social Club,Small,ai_seed_template_v1
2073,US,NJ,New Jersey,Princeton Court Paddle Club,Retirement Community Club,Tiny,ai_seed_template_v1
2074,US,NJ,New Jersey,Garden State Dink Athletic Club,Public Park Club,Small,ai_seed_template_v1
2075,US,NJ,New Jersey,Garden State Paddle Athletic Club,Social Club,Small,ai_seed_template_v1
2076,US,NJ,New Jersey,Monmouth Rally Crew,Tournament Club,Small,ai_seed_template_v1
2077,US,NJ,New Jersey,Monmouth Pickleball Club,Public Park Club,Tiny,ai_seed_template_v1
2078,US,NJ,New Jersey,Baseline Pickleball Club,League Organization,Tiny,ai_seed_template_v1
2079,US,NJ,New Jersey,Jersey Shore Racquet & Paddle Club,Public Park Club,Medium,ai_seed_template_v1
2080,US,NJ,New Jersey,Jersey Shore Rally Rec Club,Public Park Club,Tiny,ai_seed_template_v1
2081,US,NJ,New Jersey,Princeton Pickleball Racquet & Paddle Club,Public Park Club,Small,ai_seed_template_v1
2082,US,NJ,New Jersey,Garden State Society,Retirement Community Club,Small,ai_seed_template_v1
2083,US,NJ,New Jersey,Monmouth Pickleball Association,Private Athletic Club,Small,ai_seed_template_v1
2084,US,NJ,New Jersey,Jersey Shore Dink Racquet & Paddle Club,Social Club,Medium,ai_seed_template_v1
2085,US,NJ,New Jersey,Garden State Athletic Club,Community Recreation Club,Small,ai_seed_template_v1
2086,US,NJ,New Jersey,Jersey Shore Paddle League,Social Club,Tiny,ai_seed_template_v1
2087,US,NJ,New Jersey,Monmouth Pickleball Center,Retirement Community Club,Tiny,ai_seed_template_v1
2088,US,NJ,New Jersey,Meadowlands Court Crew,Public Park Club,Small,ai_seed_template_v1
2089,US,NJ,New Jersey,Active Life Baseline Academy,Competitive Training Club,Tiny,ai_seed_template_v1
2090,US,NJ,New Jersey,Garden State Court Academy,Private Athletic Club,Medium,ai_seed_template_v1
2091,US,NJ,New Jersey,Community Association,Indoor Facility Club,Tiny,ai_seed_template_v1
2092,US,NJ,New Jersey,Lakeside Rally Racquet & Paddle Club,Indoor Facility Club,Medium,ai_seed_template_v1
2093,US,NJ,New Jersey,Monmouth Racquet & Paddle Club,Retirement Community Club,Large,ai_seed_template_v1
2094,US,NJ,New Jersey,Princeton Court Society,League Organization,Small,ai_seed_template_v1
2095,US,NJ,New Jersey,Premier Racquet & Paddle Club,Community Recreation Club,Medium,ai_seed_template_v1
2096,US,NJ,New Jersey,Garden State Dink Center,Community Recreation Club,Small,ai_seed_template_v1
2097,US,NJ,New Jersey,Jersey Shore Court Center,Private Athletic Club,Small,ai_seed_template_v1
2098,US,NJ,New Jersey,Garden State Net Society,Indoor Facility Club,Tiny,ai_seed_template_v1
2099,US,NJ,New Jersey,Princeton Rally Pickleball Club,League Organization,Tiny,ai_seed_template_v1
2100,US,NJ,New Jersey,Metro Rally Rec Club,Retirement Community Club,Tiny,ai_seed_template_v1
2101,US,NJ,New Jersey,Princeton Paddle Center,League Organization,Small,ai_seed_template_v1
2102,US,NJ,New Jersey,Northside Rally Center,League Organization,Tiny,ai_seed_template_v1
2103,US,NJ,New Jersey,Active Life Kitchen Center,Competitive Training Club,Small,ai_seed_template_v1
2104,US,NJ,New Jersey,Garden State Court Club,Community Recreation Club,Tiny,ai_seed_template_v1
2105,US,NJ,New Jersey,Meadowlands Paddle Collective,Indoor Facility Club,Tiny,ai_seed_template_v1
2106,US,NJ,New Jersey,Civic Dink Society,Tournament Club,Tiny,ai_seed_template_v1
2107,US,NJ,New Jersey,All-Court Pickleball Club,Public Park Club,Medium,ai_seed_template_v1
2108,US,NJ,New Jersey,Princeton Club,Retirement Community Club,Small,ai_seed_template_v1
2109,US,NJ,New Jersey,Garden State Pickleball Club,League Organization,Tiny,ai_seed_template_v1
2110,US,NJ,New Jersey,Princeton Paddle Academy,Competitive Training Club,Tiny,ai_seed_template_v1
2111,US,NJ,New Jersey,Garden State Serve Collective,Indoor Facility Club,Tiny,ai_seed_template_v1
2112,US,NJ,New Jersey,Monmouth Dink Crew,Indoor Facility Club,Small,ai_seed_template_v1
2113,US,NJ,New Jersey,Jersey Shore Rally Academy,Retirement Community Club,Mega,ai_seed_template_v1
2114,US,NJ,New Jersey,Lakeside Paddle Society,Competitive Training Club,Medium,ai_seed_template_v1
2115,US,NJ,New Jersey,Heritage Rally Association,Community Recreation Club,Small,ai_seed_template_v1
2116,US,NJ,New Jersey,Classic Club,Indoor Facility Club,Small,ai_seed_template_v1
2117,US,NJ,New Jersey,Princeton Paddle Club,Community Recreation Club,Tiny,ai_seed_template_v1
2118,US,NJ,New Jersey,Meadowlands Pickleball Community,Competitive Training Club,Small,ai_seed_template_v1
2119,US,NJ,New Jersey,Baseline Racquet & Paddle Club,Public Park Club,Tiny,ai_seed_template_v1
2120,US,NJ,New Jersey,Garden State Smash Athletic Club,Competitive Training Club,Small,ai_seed_template_v1
2121,US,NJ,New Jersey,Monmouth Paddle Pickleball Club,Indoor Facility Club,Medium,ai_seed_template_v1
2122,US,NJ,New Jersey,Meadowlands Pickleball Collective,Social Club,Small,ai_seed_template_v1
2123,US,NJ,New Jersey,Match Point Paddle Club,Community Recreation Club,Small,ai_seed_template_v1
2124,US,NJ,New Jersey,Courtyard Collective,Public Park Club,Small,ai_seed_template_v1
2125,US,NJ,New Jersey,Jersey Shore Rally Racquet & Paddle Club,Indoor Facility Club,Tiny,ai_seed_template_v1
2126,US,NJ,New Jersey,Community Paddle Club,Community Recreation Club,Mega,ai_seed_template_v1
2127,US,NJ,New Jersey,Victory Pickleball Rec Club,Indoor Facility Club,Medium,ai_seed_template_v1
2128,US,NJ,New Jersey,Westside Paddle Collective,Tournament Club,Small,ai_seed_template_v1
2129,US,NJ,New Jersey,Eastside Pickleball League,Private Athletic Club,Small,ai_seed_template_v1
2130,US,NJ,New Jersey,Princeton Racquet & Paddle Club,Retirement Community Club,Small,ai_seed_template_v1
2131,US,NJ,New Jersey,Monmouth Court Academy,Social Club,Medium,ai_seed_template_v1
2132,US,NJ,New Jersey,Northside Court Club,Competitive Training Club,Medium,ai_seed_template_v1
2133,US,NJ,New Jersey,Victory Society,Tournament Club,Tiny,ai_seed_template_v1
2134,US,NJ,New Jersey,Meadowlands Pickleball Academy,Social Club,Large,ai_seed_template_v1
2135,US,NJ,New Jersey,Garden State Court Association,Competitive Training Club,Small,ai_seed_template_v1
2136,US,NJ,New Jersey,Open Play Third Shot Pickleball Club,Retirement Community Club,Small,ai_seed_template_v1
2137,US,NJ,New Jersey,Open Play Net League,Tournament Club,Medium,ai_seed_template_v1
2138,US,NJ,New Jersey,Four Corners Pickleball Club,Indoor Facility Club,Small,ai_seed_template_v1
2139,US,NJ,New Jersey,Cornerstone Pickleball Club,Social Club,Small,ai_seed_template_v1
2140,US,NJ,New Jersey,Garden State Crew,Competitive Training Club,Medium,ai_seed_template_v1
2141,US,NJ,New Jersey,Monmouth Dink League,Public Park Club,Small,ai_seed_template_v1
2142,US,NJ,New Jersey,Princeton Society,Social Club,Small,ai_seed_template_v1
2143,US,NJ,New Jersey,Classic Pickleball Club,Indoor Facility Club,Small,ai_seed_template_v1
2144,US,NJ,New Jersey,Monmouth Pickleball Society,Competitive Training Club,Medium,ai_seed_template_v1
2145,US,NJ,New Jersey,Next Point Third Shot Academy,Community Recreation Club,Small,ai_seed_template_v1
2146,US,NJ,New Jersey,All-Court Pickleball Society,League Organization,Small,ai_seed_template_v1
2147,US,NJ,New Jersey,Match Point Kitchen Academy,Public Park Club,Small,ai_seed_template_v1
2148,US,NJ,New Jersey,Jersey Shore Court Academy,Tournament Club,Tiny,ai_seed_template_v1
2149,US,NJ,New Jersey,Meadowlands Paddle Community,Private Athletic Club,Mega,ai_seed_template_v1
2150,US,NJ,New Jersey,Meadowlands Dink Paddle Club,Public Park Club,Small,ai_seed_template_v1
2151,US,NJ,New Jersey,Active Life Pickleball Club,Retirement Community Club,Small,ai_seed_template_v1
2152,US,NJ,New Jersey,Monmouth Pickleball Racquet & Paddle Club,Indoor Facility Club,Tiny,ai_seed_template_v1
2153,US,NJ,New Jersey,Meadowlands Pickleball Crew,Public Park Club,Medium,ai_seed_template_v1
2154,US,NJ,New Jersey,Downtown Paddle Athletic Club,Private Athletic Club,Tiny,ai_seed_template_v1
2155,US,NJ,New Jersey,Meadowlands Pickleball Club,Competitive Training Club,Tiny,ai_seed_template_v1
2156,US,NJ,New Jersey,Heritage Paddle Racquet & Paddle Club,Social Club,Medium,ai_seed_template_v1
2157,US,NJ,New Jersey,All-Court Academy,Tournament Club,Small,ai_seed_template_v1
2158,US,NJ,New Jersey,Garden State Dink Academy,Social Club,Medium,ai_seed_template_v1
2159,US,NJ,New Jersey,Princeton Dink Center,Tournament Club,Medium,ai_seed_template_v1
2160,US,NM,New Mexico,Community Side Out Crew,Indoor Facility Club,Small,ai_seed_template_v1
2161,US,NM,New Mexico,Match Point Pickleball Club,Retirement Community Club,Small,ai_seed_template_v1
2162,US,NM,New Mexico,Sandia Court Center,Indoor Facility Club,Small,ai_seed_template_v1
2163,US,NM,New Mexico,Baseline Crew,League Organization,Medium,ai_seed_template_v1
2164,US,NM,New Mexico,Community Drop Shot Association,Public Park Club,Medium,ai_seed_template_v1
2165,US,NM,New Mexico,Downtown Rally Rec Club,League Organization,Tiny,ai_seed_template_v1
2166,US,NM,New Mexico,High Desert Pickleball Rec Club,Tournament Club,Medium,ai_seed_template_v1
2167,US,NM,New Mexico,High Desert Pickleball Society,Indoor Facility Club,Large,ai_seed_template_v1
2168,US,NM,New Mexico,Land of Enchantment Rally Paddle Club,League Organization,Small,ai_seed_template_v1
2169,US,NM,New Mexico,Community Pickleball Club,Competitive Training Club,Medium,ai_seed_template_v1
2170,US,NM,New Mexico,Classic Association,Indoor Facility Club,Mega,ai_seed_template_v1
2171,US,NM,New Mexico,High Desert Dink Club,Competitive Training Club,Tiny,ai_seed_template_v1
2172,US,NM,New Mexico,Highland Paddle Society,Social Club,Tiny,ai_seed_template_v1
2173,US,NM,New Mexico,Summit Pickleball Community,Retirement Community Club,Medium,ai_seed_template_v1
2174,US,NM,New Mexico,Metro Rally Association,Competitive Training Club,Medium,ai_seed_template_v1
2175,US,NM,New Mexico,Westside Dink Pickleball Club,League Organization,Small,ai_seed_template_v1
2176,US,NM,New Mexico,Pacesetter Paddle Rec Club,Private Athletic Club,Tiny,ai_seed_template_v1
2177,US,NM,New Mexico,Santa Fe Dink Athletic Club,Social Club,Small,ai_seed_template_v1
2178,US,NM,New Mexico,Prime Time Pickleball Club,Community Recreation Club,Small,ai_seed_template_v1
2179,US,NM,New Mexico,Santa Fe Rec Club,League Organization,Medium,ai_seed_template_v1
2180,US,NY,New York,Valley Dink Athletic Club,Tournament Club,Medium,ai_seed_template_v1
2181,US,NY,New York,Empire State Dink Paddle Club,Social Club,Mega,ai_seed_template_v1
2182,US,NY,New York,Baseline Pickleball Club,League Organization,Medium,ai_seed_template_v1
2183,US,NY,New York,Manhattan Dink Center,Competitive Training Club,Small,ai_seed_template_v1
2184,US,NY,New York,Hudson Valley Serve League,Retirement Community Club,Tiny,ai_seed_template_v1
2185,US,NY,New York,Long Island Rally Collective,Indoor Facility Club,Small,ai_seed_template_v1
2186,US,NY,New York,Brooklyn Rally Pickleball Club,Competitive Training Club,Tiny,ai_seed_template_v1
2187,US,NY,New York,Finger Lakes Court Rec Club,League Organization,Small,ai_seed_template_v1
2188,US,NY,New York,Pacesetter Club,Competitive Training Club,Tiny,ai_seed_template_v1
2189,US,NY,New York,Finger Lakes Racquet & Paddle Club,Community Recreation Club,Tiny,ai_seed_template_v1
2190,US,NY,New York,Match Point Pickleball Club,Social Club,Small,ai_seed_template_v1
2191,US,NY,New York,Northside Pickleball Center,Retirement Community Club,Small,ai_seed_template_v1
2192,US,NY,New York,Hudson Valley Pickleball Association,Tournament Club,Small,ai_seed_template_v1
2193,US,NY,New York,Civic Court Rec Club,Public Park Club,Tiny,ai_seed_template_v1
2194,US,NY,New York,Riverside Rally Club,Tournament Club,Small,ai_seed_template_v1
2195,US,NY,New York,Riverside Court Rec Club,Private Athletic Club,Medium,ai_seed_template_v1
2196,US,NY,New York,Hudson Valley Club,Tournament Club,Medium,ai_seed_template_v1
2197,US,NY,New York,Adirondack Dink Academy,League Organization,Tiny,ai_seed_template_v1
2198,US,NY,New York,Finger Lakes Dink Community,Public Park Club,Tiny,ai_seed_template_v1
2199,US,NY,New York,Courtyard Pickleball Club,Retirement Community Club,Medium,ai_seed_template_v1
2200,US,NY,New York,Finger Lakes Pickleball Club,Community Recreation Club,Small,ai_seed_template_v1
2201,US,NY,New York,Finger Lakes Dink Racquet & Paddle Club,Indoor Facility Club,Small,ai_seed_template_v1
2202,US,NY,New York,Classic Paddle Club,League Organization,Small,ai_seed_template_v1
2203,US,NY,New York,Home Court Kitchen Racquet & Paddle Club,Competitive Training Club,Tiny,ai_seed_template_v1
2204,US,NY,New York,Cornerstone Academy,Private Athletic Club,Medium,ai_seed_template_v1
2205,US,NY,New York,Riverside Court Center,Retirement Community Club,Medium,ai_seed_template_v1
2206,US,NY,New York,Empire State Paddle Pickleball Club,Public Park Club,Medium,ai_seed_template_v1
2207,US,NY,New York,Lakeside Dink Academy,Tournament Club,Tiny,ai_seed_template_v1
2208,US,NY,New York,Manhattan Pickleball Club,Private Athletic Club,Tiny,ai_seed_template_v1
2209,US,NY,New York,Long Island Society,Public Park Club,Small,ai_seed_template_v1
2210,US,NY,New York,Finger Lakes Dink Academy,Tournament Club,Tiny,ai_seed_template_v1
2211,US,NY,New York,Open Play Athletic Club,Public Park Club,Tiny,ai_seed_template_v1
2212,US,NY,New York,Open Play Pickleball Club,Tournament Club,Medium,ai_seed_template_v1
2213,US,NY,New York,Match Point Baseline Athletic Club,Retirement Community Club,Small,ai_seed_template_v1
2214,US,NY,New York,Parkside Side Out Pickleball Club,Public Park Club,Medium,ai_seed_template_v1
2215,US,NY,New York,Manhattan Baseline Society,League Organization,Tiny,ai_seed_template_v1
2216,US,NY,New York,Finger Lakes Society,Tournament Club,Small,ai_seed_template_v1
2217,US,NY,New York,Finger Lakes Crew,Community Recreation Club,Medium,ai_seed_template_v1
2218,US,NY,New York,Highland Court Athletic Club,Tournament Club,Small,ai_seed_template_v1
2219,US,NY,New York,Valley Baseline Paddle Club,Tournament Club,Small,ai_seed_template_v1
